exposure	metabolite	nsnp	b	se	pval	direction	UKB_label	UKB_name	UKB_name2	UKB_unit	UKB_class	UKB_subclass	UKB_subclass_unit	UKB_derived
WHR	idlcepct	223	-0.202611890622136	0.0484730812115754	2.91656932595623e-05	-	idlcepct	IDL_CE_pct	Cholesteryl esters to total lipids ratio in IDL	%	Relative lipoprotein lipid concentrations	IDL ratios		yes
WHR	lvldll	223	0.496397096871033	0.0402536573235415	6.11228059168073e-35	+	lvldll	L_VLDL_L	Total lipids in large VLDL	mmol/l	Lipoprotein subclasses	Large VLDL	average diameter 53.6 nm	no
WHR	mhdlcpct	223	-0.500728169527065	0.0408365185675696	1.45283673833222e-34	-	mhdlcpct	M_HDL_C_pct	Cholesterol to total lipids ratio in medium HDL	%	Relative lipoprotein lipid concentrations	Medium HDL ratios		yes
WHR	apobbyapoa1	223	0.33667398285538	0.0378579559373245	5.94358405378517e-19	+	apobbyapoa1	ApoB_by_ApoA1	Ratio of apolipoprotein B to apolipoprotein A1	ratio	Apolipoproteins	Apolipoproteins		no
WHR	xlhdlpl	223	-0.51928510661922	0.0380953233900684	2.61236228100106e-42	-	xlhdlpl	XL_HDL_PL	Phospholipids in very large HDL	mmol/l	Lipoprotein subclasses	Very large HDL	average diameter 14.3 nm	no
WHR	lvldlc	223	0.47400643041679	0.0381407738532453	1.846146909997e-35	+	lvldlc	L_VLDL_C	Cholesterol in large VLDL	mmol/l	Lipoprotein subclasses	Large VLDL	average diameter 53.6 nm	no
WHR	xsvldlcepct	223	-0.350271039204886	0.0529243469725872	3.63267937004819e-11	-	xsvldlcepct	XS_VLDL_CE_pct	Cholesteryl esters to total lipids ratio in very small VLDL	%	Relative lipoprotein lipid concentrations	Very small VLDL ratios		yes
WHR	xlhdlp	223	-0.47610329688243	0.0374888095957946	5.92221845846722e-37	-	xlhdlp	XL_HDL_P	Concentration of very large HDL particles	mmol/l	Lipoprotein subclasses	Very large HDL	average diameter 14.3 nm	no
WHR	sldltgpct	223	0.297538456157338	0.0523945565988061	1.35639211003713e-08	+	sldltgpct	S_LDL_TG_pct	Triglycerides to total lipids ratio in small LDL	%	Relative lipoprotein lipid concentrations	Small LDL ratios		yes
WHR	lldlcpct	223	-0.278304411275909	0.0390358807904674	1.00769819555559e-12	-	lldlcpct	L_LDL_C_pct	Cholesterol to total lipids ratio in large LDL	%	Relative lipoprotein lipid concentrations	Large LDL ratios		yes
WHR	lvldltg	223	0.48483982890072	0.0408459667557122	1.69556747799886e-32	+	lvldltg	L_VLDL_TG	Triglycerides in large VLDL	mmol/l	Lipoprotein subclasses	Large VLDL	average diameter 53.6 nm	no
WHR	svldlce	223	0.361528016354354	0.034188444067203	3.90976397662765e-26	+	svldlce	S_VLDL_CE	Cholesteryl esters in small VLDL	mmol/l	Lipoprotein subclasses	Small VLDL	average diameter 36.8 nm	no
WHR	totalfa	223	0.263934746771416	0.033396150142716	2.71944438350818e-15	+	totalfa	Total_FA	Total fatty acids	mmol/l	Fatty acids	Fatty acids		no
WHR	mhdlc	223	-0.340177655701599	0.0356707728679159	1.47601276089904e-21	-	mhdlc	M_HDL_C	Cholesterol in medium HDL	mmol/l	Lipoprotein subclasses	Medium HDL	average diameter 10.9 nm	no
WHR	lvldlce	223	0.433713529464623	0.0364727556544792	1.31128506671392e-32	+	lvldlce	L_VLDL_CE	Cholesteryl esters in large VLDL	mmol/l	Lipoprotein subclasses	Large VLDL	average diameter 53.6 nm	no
WHR	lhdlfc	223	-0.520669470207397	0.0384651038551384	9.56715381640171e-42	-	lhdlfc	L_HDL_FC	Free cholesterol in large HDL	mmol/l	Lipoprotein subclasses	Large HDL	average diameter 12.1 nm	no
WHR	ldlpl	223	0.164831792112969	0.03910735571016	2.49939897520465e-05	+	ldlpl	LDL_PL	Phospholipids in LDL	mmol/l	Phospholipids	Phospholipids		no
WHR	gly	223	-0.21711976217016	0.02589088661457	5.03163730357065e-17	-	gly	Gly	Glycine	mmol/l	Amino acids	Amino acids		no
WHR	totall	223	0.152076423814408	0.0316343140961212	1.52963340254155e-06	+	totall	Total_L	Total lipids in lipoprotein particles	mmol/l	Total lipids	Total lipids		no
WHR	svldlc	223	0.334061934960181	0.0339864066506173	8.42180359704932e-23	+	svldlc	S_VLDL_C	Cholesterol in small VLDL	mmol/l	Lipoprotein subclasses	Small VLDL	average diameter 36.8 nm	no
WHR	hdltg	223	0.332734010927798	0.0410532857713121	5.27758567679885e-16	+	hdltg	HDL_TG	Triglycerides in HDL	mmol/l	Triglycerides	Triglycerides		no
WHR	shdlplpct	223	-0.184843072502609	0.0312709375081763	3.40000003761631e-09	-	shdlplpct	S_HDL_PL_pct	Phospholipids to total lipids ratio in small HDL	%	Relative lipoprotein lipid concentrations	Small HDL ratios		yes
WHR	xlhdlfcpct	223	0.489003191977231	0.035200480162878	7.08823616528047e-44	+	xlhdlfcpct	XL_HDL_FC_pct	Free cholesterol to total lipids ratio in very large HDL	%	Relative lipoprotein lipid concentrations	Very large HDL ratios		yes
WHR	svldlplpct	223	-0.312848599875193	0.0513337568842293	1.09846642388222e-09	-	svldlplpct	S_VLDL_PL_pct	Phospholipids to total lipids ratio in small VLDL	%	Relative lipoprotein lipid concentrations	Small VLDL ratios		yes
WHR	lhdltgpct	223	0.497934968363284	0.0423294506553414	6.03134219940464e-32	+	lhdltgpct	L_HDL_TG_pct	Triglycerides to total lipids ratio in large HDL	%	Relative lipoprotein lipid concentrations	Large HDL ratios		yes
WHR	idlfcpct	223	-0.201904345662627	0.0337098996940178	2.10529309444175e-09	-	idlfcpct	IDL_FC_pct	Free cholesterol to total lipids ratio in IDL	%	Relative lipoprotein lipid concentrations	IDL ratios		yes
WHR	lvldlpl	223	0.508857444017855	0.0409993852599026	2.26815255677829e-35	+	lvldlpl	L_VLDL_PL	Phospholipids in large VLDL	mmol/l	Lipoprotein subclasses	Large VLDL	average diameter 53.6 nm	no
WHR	totalbcaa	223	0.274465195924791	0.0290976075347369	4.00164976986651e-21	+	totalbcaa	Total_BCAA	Total concentration of branched-chain amino acids	mmol/l	Amino acids	Branched-chain amino acids	leucine + isoleucine + valine	no
WHR	lldltgpct	223	0.225747981146998	0.0454062242149608	6.6354353613524e-07	+	lldltgpct	L_LDL_TG_pct	Triglycerides to total lipids ratio in large LDL	%	Relative lipoprotein lipid concentrations	Large LDL ratios		yes
WHR	remnantc	223	0.188645886479193	0.0346966354208288	5.41826877538899e-08	+	remnantc	Remnant_C	Remnant cholesterol (non-HDL, non-LDL -cholesterol)	mmol/l	Cholesterol	Cholesterol		no
WHR	xsvldltg	223	0.379471681505095	0.0408804393606425	1.65585688058312e-20	+	xsvldltg	XS_VLDL_TG	Triglycerides in very small VLDL	mmol/l	Lipoprotein subclasses	Very small VLDL	average diameter 31.3 nm	no
WHR	vldlp	223	0.379544487011497	0.0348048839974937	1.09188880260889e-27	+	vldlp	VLDL_P	Concentration of VLDL particles	mmol/l	Lipoprotein particle concentrations	Lipoprotein particle concentrations		no
WHR	ldlsize	223	-0.275403706387613	0.028938319170462	1.78385538735452e-21	-	ldlsize	LDL_size	Average diameter for LDL particles	nm	Lipoprotein particle sizes	Lipoprotein particle sizes		no
WHR	svldlpl	223	0.350895090781988	0.0348116261979975	6.78470357223817e-24	+	svldlpl	S_VLDL_PL	Phospholipids in small VLDL	mmol/l	Lipoprotein subclasses	Small VLDL	average diameter 36.8 nm	no
WHR	xlvldlcepct	223	-0.36421994277875	0.046285848653128	3.57697127409711e-15	-	xlvldlcepct	XL_VLDL_CE_pct	Cholesteryl esters to total lipids ratio in very large VLDL	%	Relative lipoprotein lipid concentrations	Very large VLDL ratios		yes
WHR	xlvldlfcpct	223	-0.304881922062929	0.0390992693596588	6.30769812822832e-15	-	xlvldlfcpct	XL_VLDL_FC_pct	Free cholesterol to total lipids ratio in very large VLDL	%	Relative lipoprotein lipid concentrations	Very large VLDL ratios		yes
WHR	mufapct	223	0.384140223868552	0.0394845770588721	2.27106938137523e-22	+	mufapct	MUFA_pct	Ratio of monounsaturated fatty acids to total fatty acids	%	Fatty acids	Fatty acid ratios		yes
WHR	sfapct	223	0.174099065049852	0.0256433855231262	1.12726809350026e-11	+	sfapct	SFA_pct	Ratio of saturated fatty acids to total fatty acids	%	Fatty acids	Fatty acid ratios		yes
WHR	ldlc	223	0.141542957503971	0.0373655077959703	0.000151825375265489	+	ldlc	LDL_C	LDL cholesterol	mmol/l	Cholesterol	Cholesterol		no
WHR	hdll	223	-0.364089514990477	0.0354598177668832	9.85617368374971e-25	-	hdll	HDL_L	Total lipids in HDL	mmol/l	Total lipids	Total lipids		no
WHR	mvldlp	223	0.343511971646909	0.0342946175154892	1.28992602389035e-23	+	mvldlp	M_VLDL_P	Concentration of medium VLDL particles	mmol/l	Lipoprotein subclasses	Medium VLDL	average diameter 44.5 nm	no
WHR	ldlp	223	0.207511949481565	0.0358288869963762	6.96568543199946e-09	+	ldlp	LDL_P	Concentration of LDL particles	mmol/l	Lipoprotein particle concentrations	Lipoprotein particle concentrations		no
WHR	sldlc	223	0.216038616874132	0.0371139241262311	5.85110530008037e-09	+	sldlc	S_LDL_C	Cholesterol in small LDL	mmol/l	Lipoprotein subclasses	Small LDL	average diameter 18.7 nm	no
WHR	ldll	223	0.165628983973558	0.037080382841103	7.94150037968629e-06	+	ldll	LDL_L	Total lipids in LDL	mmol/l	Total lipids	Total lipids		no
WHR	omega6pct	223	-0.36389726674388	0.0364055006809256	1.59211533341967e-23	-	omega6pct	Omega_6_pct	Ratio of omega-6 fatty acids to total fatty acids	%	Fatty acids	Fatty acid ratios		yes
WHR	vldlc	223	0.343739820915945	0.0334449290648472	8.8742775593014e-25	+	vldlc	VLDL_C	VLDL cholesterol	mmol/l	Cholesterol	Cholesterol		no
WHR	mhdlplpct	223	0.476966307485089	0.039861635999476	5.38411332063511e-33	+	mhdlplpct	M_HDL_PL_pct	Phospholipids to total lipids ratio in medium HDL	%	Relative lipoprotein lipid concentrations	Medium HDL ratios		yes
WHR	tgbypg	223	0.525509945864295	0.0444648948328728	3.13094304603668e-32	+	tgbypg	TG_by_PG	Ratio of triglycerides to phosphoglycerides	ratio	Other lipids	Other lipids		no
WHR	sldlce	223	0.260997454445734	0.0347817209492566	6.196154299431e-14	+	sldlce	S_LDL_CE	Cholesteryl esters in small LDL	mmol/l	Lipoprotein subclasses	Small LDL	average diameter 18.7 nm	no
WHR	xxlvldll	223	0.437185235803219	0.0437457290911527	1.62271415584266e-23	+	xxlvldll	XXL_VLDL_L	Total lipids in chylomicrons and extremely large VLDL	mmol/l	Lipoprotein subclasses	Chylomicrons and extremely large VLDL	particle diameters from 75 nm upwards	no
WHR	pufa	223	0.126006636620312	0.0325858290046363	0.000110220744831033	+	pufa	PUFA	Polyunsaturated fatty acids	mmol/l	Fatty acids	Fatty acids		no
WHR	acetone	223	-0.158996394349652	0.0247215009209261	1.26348725089962e-10	-	acetone	Acetone	Acetone	mmol/l	Ketone bodies	Ketone bodies		no
WHR	creatinine	223	0.134027712972069	0.031576850223412	2.19088415524611e-05	+	creatinine	Creatinine	Creatinine	mmol/l	Fluid balance	Fluid balance		no
WHR	dhapct	223	-0.208622750647376	0.0288425481915974	4.71884728103792e-13	-	dhapct	DHA_pct	Ratio of docosahexaenoic acid to total fatty acids	%	Fatty acids	Fatty acid ratios		yes
WHR	sldll	223	0.223481088662627	0.0378097641361031	3.40716271263231e-09	+	sldll	S_LDL_L	Total lipids in small LDL	mmol/l	Lipoprotein subclasses	Small LDL	average diameter 18.7 nm	no
WHR	sldlfcpct	223	-0.30530714763633	0.0500755548706592	1.08124906862477e-09	-	sldlfcpct	S_LDL_FC_pct	Free cholesterol to total lipids ratio in small LDL	%	Relative lipoprotein lipid concentrations	Small LDL ratios		yes
WHR	lvldlplpct	223	0.420822574304496	0.0396984918621811	2.96494229842604e-26	+	lvldlplpct	L_VLDL_PL_pct	Phospholipids to total lipids ratio in large VLDL	%	Relative lipoprotein lipid concentrations	Large VLDL ratios		yes
WHR	lhdlplpct	223	0.416305376817477	0.0354101788600968	6.52665785923184e-32	+	lhdlplpct	L_HDL_PL_pct	Phospholipids to total lipids ratio in large HDL	%	Relative lipoprotein lipid concentrations	Large HDL ratios		yes
WHR	mldltg	223	0.363058831734914	0.0380906989551804	1.55131339722521e-21	+	mldltg	M_LDL_TG	Triglycerides in medium LDL	mmol/l	Lipoprotein subclasses	Medium LDL	average diameter 23 nm	no
WHR	vldlfc	223	0.399219181767141	0.0349697513904502	3.47365106790758e-30	+	vldlfc	VLDL_FC	Free cholesterol in VLDL	mmol/l	Free cholesterol	Free cholesterol		no
WHR	gln	223	-0.116922047905613	0.0298377139630928	8.90650007826701e-05	-	gln	Gln	Glutamine	mmol/l	Amino acids	Amino acids		no
WHR	lvldlfcpct	223	0.21326412795665	0.0295501252922973	5.31354272064009e-13	+	lvldlfcpct	L_VLDL_FC_pct	Free cholesterol to total lipids ratio in large VLDL	%	Relative lipoprotein lipid concentrations	Large VLDL ratios		yes
WHR	xlhdll	223	-0.514183281835535	0.0385020618842008	1.11213165552715e-40	-	xlhdll	XL_HDL_L	Total lipids in very large HDL	mmol/l	Lipoprotein subclasses	Very large HDL	average diameter 14.3 nm	no
WHR	shdll	223	0.225932012480036	0.0337727185880281	2.23508378502167e-11	+	shdll	S_HDL_L	Total lipids in small HDL	mmol/l	Lipoprotein subclasses	Small HDL	average diameter 8.7 nm	no
WHR	mhdll	223	-0.24026664496707	0.0342579728922346	2.32508929127047e-12	-	mhdll	M_HDL_L	Total lipids in medium HDL	mmol/l	Lipoprotein subclasses	Medium HDL	average diameter 10.9 nm	no
WHR	xxlvldlc	223	0.458929935227251	0.0435672517685801	6.03300878782411e-26	+	xxlvldlc	XXL_VLDL_C	Cholesterol in chylomicrons and extremely large VLDL	mmol/l	Lipoprotein subclasses	Chylomicrons and extremely large VLDL	particle diameters from 75 nm upwards	no
WHR	vldlsize	223	0.501158392652587	0.0426990255126923	8.2357818289335e-32	+	vldlsize	VLDL_size	Average diameter for VLDL particles	nm	Lipoprotein particle sizes	Lipoprotein particle sizes		no
WHR	xsvldlcpct	223	-0.33366896377103	0.0532167223288512	3.61043104814114e-10	-	xsvldlcpct	XS_VLDL_C_pct	Cholesterol to total lipids ratio in very small VLDL	%	Relative lipoprotein lipid concentrations	Very small VLDL ratios		yes
WHR	vldlpl	223	0.425219375362336	0.0363447707030932	1.28051697028737e-31	+	vldlpl	VLDL_PL	Phospholipids in VLDL	mmol/l	Phospholipids	Phospholipids		no
WHR	leu	223	0.257272331975922	0.027362671810669	5.33779106856871e-21	+	leu	Leu	Leucine	mmol/l	Amino acids	Branched-chain amino acids		no
WHR	hdlfc	223	-0.396865639645634	0.0359565070897769	2.52281679167043e-28	-	hdlfc	HDL_FC	Free cholesterol in HDL	mmol/l	Free cholesterol	Free cholesterol		no
WHR	unsaturation	223	-0.237321572556834	0.030437502433855	6.33902008922378e-15	-	unsaturation	Unsaturation	Degree of unsaturation	degree	Fatty acids	Fatty acids		no
WHR	mldlcepct	223	0.346317689321224	0.0328705990456015	5.90858246600602e-26	+	mldlcepct	M_LDL_CE_pct	Cholesteryl esters to total lipids ratio in medium LDL	%	Relative lipoprotein lipid concentrations	Medium LDL ratios		yes
WHR	mvldlfc	223	0.280131643331817	0.0338956341048057	1.40240698222356e-16	+	mvldlfc	M_VLDL_FC	Free cholesterol in medium VLDL	mmol/l	Lipoprotein subclasses	Medium VLDL	average diameter 44.5 nm	no
WHR	idlcpct	223	-0.239383664491388	0.0499860003917918	1.67602641964203e-06	-	idlcpct	IDL_C_pct	Cholesterol to total lipids ratio in IDL	%	Relative lipoprotein lipid concentrations	IDL ratios		yes
WHR	lvldltgpct	223	-0.117594854359061	0.0290534498500143	5.17598501786784e-05	-	lvldltgpct	L_VLDL_TG_pct	Triglycerides to total lipids ratio in large VLDL	%	Relative lipoprotein lipid concentrations	Large VLDL ratios		yes
WHR	xlvldlfc	223	0.486652010702085	0.0397861399794691	2.10494463241728e-34	+	xlvldlfc	XL_VLDL_FC	Free cholesterol in very large VLDL	mmol/l	Lipoprotein subclasses	Very large VLDL	average diameter 64 nm	no
WHR	lvldlfc	223	0.505235440236414	0.0398677203828297	8.36789793766822e-37	+	lvldlfc	L_VLDL_FC	Free cholesterol in large VLDL	mmol/l	Lipoprotein subclasses	Large VLDL	average diameter 53.6 nm	no
WHR	hdlce	223	-0.461112014162083	0.0378584591061734	3.97799144849843e-34	-	hdlce	HDL_CE	Cholesteryl esters in HDL	mmol/l	Cholesteryl esters	Cholesteryl esters		no
WHR	mldlp	223	0.274589393218683	0.0343113890044017	1.21557791041989e-15	+	mldlp	M_LDL_P	Concentration of medium LDL particles	mmol/l	Lipoprotein subclasses	Medium LDL	average diameter 23 nm	no
WHR	vldll	223	0.451717669073634	0.0379783281353292	1.27029418593507e-32	+	vldll	VLDL_L	Total lipids in VLDL	mmol/l	Total lipids	Total lipids		no
WHR	xlvldlp	223	0.511804289198529	0.0415801168896312	8.11505495262574e-35	+	xlvldlp	XL_VLDL_P	Concentration of very large VLDL particles	mmol/l	Lipoprotein subclasses	Very large VLDL	average diameter 64 nm	no
WHR	lhdll	223	-0.522628494734072	0.0381567140259646	1.05959828015289e-42	-	lhdll	L_HDL_L	Total lipids in large HDL	mmol/l	Lipoprotein subclasses	Large HDL	average diameter 12.1 nm	no
WHR	xxlvldlplpct	223	0.263046732000457	0.0380988453239505	5.04434270559212e-12	+	xxlvldlplpct	XXL_VLDL_PL_pct	Phospholipids to total lipids ratio in chylomicrons and extremely large VLDL	%	Relative lipoprotein lipid concentrations	Chylomicrons and extremely large VLDL ratios		yes
WHR	svldlfcpct	223	-0.326360200060772	0.051659864134893	2.65861449865616e-10	-	svldlfcpct	S_VLDL_FC_pct	Free cholesterol to total lipids ratio in small VLDL	%	Relative lipoprotein lipid concentrations	Small VLDL ratios		yes
WHR	svldlp	223	0.427823012934158	0.0379270778305635	1.64470931354181e-29	+	svldlp	S_VLDL_P	Concentration of small VLDL particles	mmol/l	Lipoprotein subclasses	Small VLDL	average diameter 36.8 nm	no
WHR	lhdlce	223	-0.560964224441705	0.0394418804803182	6.63864003588626e-46	-	lhdlce	L_HDL_CE	Cholesteryl esters in large HDL	mmol/l	Lipoprotein subclasses	Large HDL	average diameter 12.1 nm	no
WHR	hdlp	223	-0.193534137520005	0.0339430272604066	1.18594280579096e-08	-	hdlp	HDL_P	Concentration of HDL particles	mmol/l	Lipoprotein particle concentrations	Lipoprotein particle concentrations		no
WHR	phe	223	0.101403769946785	0.0241125829197399	2.60586696149257e-05	+	phe	Phe	Phenylalanine	mmol/l	Amino acids	Aromatic amino acids		no
WHR	val	223	0.278931050943417	0.0302066964928492	2.60515161053168e-20	+	val	Val	Valine	mmol/l	Amino acids	Branched-chain amino acids		no
WHR	lvldlp	223	0.499937741212581	0.0405577686286736	6.51704984983199e-35	+	lvldlp	L_VLDL_P	Concentration of large VLDL particles	mmol/l	Lipoprotein subclasses	Large VLDL	average diameter 53.6 nm	no
WHR	mhdltg	223	0.34384147571638	0.0403085221424102	1.46041036401128e-17	+	mhdltg	M_HDL_TG	Triglycerides in medium HDL	mmol/l	Lipoprotein subclasses	Medium HDL	average diameter 10.9 nm	no
WHR	pufapct	223	-0.358225420661743	0.0335270712438101	1.20085813792717e-26	-	pufapct	PUFA_pct	Ratio of polyunsaturated fatty acids to total fatty acids	%	Fatty acids	Fatty acid ratios		yes
WHR	vldlce	223	0.295605093350502	0.0327755965342296	1.89708935920075e-19	+	vldlce	VLDL_CE	Cholesteryl esters in VLDL	mmol/l	Cholesteryl esters	Cholesteryl esters		no
WHR	xsvldll	223	0.20457037994436	0.0310906902994793	4.71096182960726e-11	+	xsvldll	XS_VLDL_L	Total lipids in very small VLDL	mmol/l	Lipoprotein subclasses	Very small VLDL	average diameter 31.3 nm	no
WHR	mldlpl	223	0.252519904981202	0.0373614767682141	1.39109601435012e-11	+	mldlpl	M_LDL_PL	Phospholipids in medium LDL	mmol/l	Lipoprotein subclasses	Medium LDL	average diameter 23 nm	no
WHR	mldlfcpct	223	-0.434333916837559	0.0467658754661122	1.58086450649156e-20	-	mldlfcpct	M_LDL_FC_pct	Free cholesterol to total lipids ratio in medium LDL	%	Relative lipoprotein lipid concentrations	Medium LDL ratios		yes
WHR	hdlsize	223	-0.536591920761768	0.0375457951375406	2.46641800910781e-46	-	hdlsize	HDL_size	Average diameter for HDL particles	nm	Lipoprotein particle sizes	Lipoprotein particle sizes		no
WHR	apob	223	0.21252111996018	0.0359038920240982	3.23576983604977e-09	+	apob	ApoB	Apolipoprotein B	g/l	Apolipoproteins	Apolipoproteins		no
WHR	mvldlcpct	223	-0.375853150888595	0.0481759948247599	6.10938646208651e-15	-	mvldlcpct	M_VLDL_C_pct	Cholesterol to total lipids ratio in medium VLDL	%	Relative lipoprotein lipid concentrations	Medium VLDL ratios		yes
WHR	hdlpl	223	-0.325453995464641	0.0345180527924367	4.15933768117457e-21	-	hdlpl	HDL_PL	Phospholipids in HDL	mmol/l	Phospholipids	Phospholipids		no
WHR	tyr	223	0.113575573964195	0.0275465910938031	3.73911987599468e-05	+	tyr	Tyr	Tyrosine	mmol/l	Amino acids	Aromatic amino acids		no
WHR	svldll	223	0.421314725380153	0.0375938200535881	3.76658330627888e-29	+	svldll	S_VLDL_L	Total lipids in small VLDL	mmol/l	Lipoprotein subclasses	Small VLDL	average diameter 36.8 nm	no
WHR	sldlp	223	0.259802248770447	0.0354903597794172	2.47304593470559e-13	+	sldlp	S_LDL_P	Concentration of small LDL particles	mmol/l	Lipoprotein subclasses	Small LDL	average diameter 18.7 nm	no
WHR	xlvldltg	223	0.507251389872348	0.0431249942995401	6.10102202358651e-32	+	xlvldltg	XL_VLDL_TG	Triglycerides in very large VLDL	mmol/l	Lipoprotein subclasses	Very large VLDL	average diameter 64 nm	no
WHR	lhdlpl	223	-0.502787006118877	0.0376433033470076	1.08385771628426e-40	-	lhdlpl	L_HDL_PL	Phospholipids in large HDL	mmol/l	Lipoprotein subclasses	Large HDL	average diameter 12.1 nm	no
WHR	xxlvldlce	223	0.455862710733627	0.0423018172124043	4.4479994418084e-27	+	xxlvldlce	XXL_VLDL_CE	Cholesteryl esters in chylomicrons and extremely large VLDL	mmol/l	Lipoprotein subclasses	Chylomicrons and extremely large VLDL	particle diameters from 75 nm upwards	no
WHRadjBMI	vldlfc	272	0.324208393933764	0.0312520866180967	3.25685502087891e-25	+	vldlfc	VLDL_FC	Free cholesterol in VLDL	mmol/l	Free cholesterol	Free cholesterol		no
WHRadjBMI	xlvldll	272	0.423175396487346	0.0335000034033705	1.40478280415724e-36	+	xlvldll	XL_VLDL_L	Total lipids in very large VLDL	mmol/l	Lipoprotein subclasses	Very large VLDL	average diameter 64 nm	no
WHRadjBMI	gln	272	-0.123698131147668	0.0255330666802649	1.26851086292937e-06	-	gln	Gln	Glutamine	mmol/l	Amino acids	Amino acids		no
WHRadjBMI	lhdlce	272	-0.43230606455092	0.0323593225932468	1.04188806608641e-40	-	lhdlce	L_HDL_CE	Cholesteryl esters in large HDL	mmol/l	Lipoprotein subclasses	Large HDL	average diameter 12.1 nm	no
WHRadjBMI	lvldltg	272	0.410543297340576	0.0325646515028554	1.93153078181929e-36	+	lvldltg	L_VLDL_TG	Triglycerides in large VLDL	mmol/l	Lipoprotein subclasses	Large VLDL	average diameter 53.6 nm	no
WHRadjBMI	idlcpct	272	-0.227228330568163	0.0294653849795015	1.24148699965477e-14	-	idlcpct	IDL_C_pct	Cholesterol to total lipids ratio in IDL	%	Relative lipoprotein lipid concentrations	IDL ratios		yes
WHRadjBMI	xlhdlfc	272	-0.382949903386645	0.0306436802120542	7.76546095369153e-36	-	xlhdlfc	XL_HDL_FC	Free cholesterol in very large HDL	mmol/l	Lipoprotein subclasses	Very large HDL	average diameter 14.3 nm	no
WHRadjBMI	mufa	272	0.281641027613645	0.0312446413422636	1.98568546564034e-19	+	mufa	MUFA	Monounsaturated fatty acids	mmol/l	Fatty acids	Fatty acids		no
WHRadjBMI	acetone	272	-0.129273634792018	0.0208687452803838	5.84313614445172e-10	-	acetone	Acetone	Acetone	mmol/l	Ketone bodies	Ketone bodies		no
WHRadjBMI	unsaturation	272	-0.16376259334931	0.0229267257647501	9.1402884963294e-13	-	unsaturation	Unsaturation	Degree of unsaturation	degree	Fatty acids	Fatty acids		no
WHRadjBMI	totalfa	272	0.234232953288675	0.030105250548967	7.22564625706429e-15	+	totalfa	Total_FA	Total fatty acids	mmol/l	Fatty acids	Fatty acids		no
WHRadjBMI	xsvldll	272	0.154395409227882	0.0274998875245862	1.97243769460504e-08	+	xsvldll	XS_VLDL_L	Total lipids in very small VLDL	mmol/l	Lipoprotein subclasses	Very small VLDL	average diameter 31.3 nm	no
WHRadjBMI	lldltgpct	272	0.209855495602326	0.0280366236940307	7.15205744909147e-14	+	lldltgpct	L_LDL_TG_pct	Triglycerides to total lipids ratio in large LDL	%	Relative lipoprotein lipid concentrations	Large LDL ratios		yes
WHRadjBMI	vldlce	272	0.230021279241844	0.0290062898818308	2.1906070196223e-15	+	vldlce	VLDL_CE	Cholesteryl esters in VLDL	mmol/l	Cholesteryl esters	Cholesteryl esters		no
WHRadjBMI	xlhdltg	272	0.140713487455878	0.0303681520027097	3.59382873147018e-06	+	xlhdltg	XL_HDL_TG	Triglycerides in very large HDL	mmol/l	Lipoprotein subclasses	Very large HDL	average diameter 14.3 nm	no
WHRadjBMI	xlhdltgpct	272	0.452103473121619	0.0343522504841023	1.47494304066369e-39	+	xlhdltgpct	XL_HDL_TG_pct	Triglycerides to total lipids ratio in very large HDL	%	Relative lipoprotein lipid concentrations	Very large HDL ratios		yes
WHRadjBMI	lvldlplpct	272	0.343238468538092	0.0315492320857166	1.44422968447389e-27	+	lvldlplpct	L_VLDL_PL_pct	Phospholipids to total lipids ratio in large VLDL	%	Relative lipoprotein lipid concentrations	Large VLDL ratios		yes
WHRadjBMI	vldll	272	0.376530026683229	0.0327059364750671	1.14002714281893e-30	+	vldll	VLDL_L	Total lipids in VLDL	mmol/l	Total lipids	Total lipids		no
WHRadjBMI	xlvldlfcpct	272	-0.295233351567489	0.0295515768453731	1.67829573910524e-23	-	xlvldlfcpct	XL_VLDL_FC_pct	Free cholesterol to total lipids ratio in very large VLDL	%	Relative lipoprotein lipid concentrations	Very large VLDL ratios		yes
WHRadjBMI	vldlp	272	0.3084293254298	0.031170574105403	4.38102524433604e-23	+	vldlp	VLDL_P	Concentration of VLDL particles	mmol/l	Lipoprotein particle concentrations	Lipoprotein particle concentrations		no
WHRadjBMI	mldlce	272	0.227664604937557	0.0272895381050384	7.26993523016063e-17	+	mldlce	M_LDL_CE	Cholesteryl esters in medium LDL	mmol/l	Lipoprotein subclasses	Medium LDL	average diameter 23 nm	no
WHRadjBMI	apob	272	0.151234015158569	0.0278970265690376	5.92162553627089e-08	+	apob	ApoB	Apolipoprotein B	g/l	Apolipoproteins	Apolipoproteins		no
WHRadjBMI	mldlc	272	0.189782383429662	0.0267489909678337	1.29411203920612e-12	+	mldlc	M_LDL_C	Cholesterol in medium LDL	mmol/l	Lipoprotein subclasses	Medium LDL	average diameter 23 nm	no
WHRadjBMI	ldlpl	272	0.108960126644299	0.0265354540924885	4.02205185919894e-05	+	ldlpl	LDL_PL	Phospholipids in LDL	mmol/l	Phospholipids	Phospholipids		no
WHRadjBMI	xxlvldlfcpct	272	-0.148518047532962	0.0231224171875176	1.33509644505644e-10	-	xxlvldlfcpct	XXL_VLDL_FC_pct	Free cholesterol to total lipids ratio in chylomicrons and extremely large VLDL	%	Relative lipoprotein lipid concentrations	Chylomicrons and extremely large VLDL ratios		yes
